student,test,rating
1626,long_term_memory,1
1626,emotion,1
1627,response_behaviour,3
1627,reading,1
1627,working_memory,3
1627,math_fluency,2
1627,long_term_memory,2
1627,reasoning,1
1627,emotion,1
1628,response_behaviour,4
1628,reading,1
1628,processing_speed,1
1628,math_fluency,2
1628,long_term_memory,4
1628,reasoning,1
1628,emotion,1
1629,reading,1
1629,working_memory,5
1629,processing_speed,1
1629,math_fluency,4
1629,long_term_memory,5
1629,reasoning,1
1629,emotion,1
1630,response_behaviour,4
1630,reading,1
1630,working_memory,4
1630,processing_speed,2
1630,long_term_memory,4
1630,reasoning,1
1630,emotion,1
1631,response_behaviour,2
1631,reading,1
1631,working_memory,5
1631,processing_speed,1
1631,math_fluency,1
1631,long_term_memory,4
1631,emotion,1
1632,response_behaviour,3
1632,reading,1
1632,working_memory,4
1632,processing_speed,3
1632,math_fluency,2
1632,long_term_memory,3
1632,reasoning,3
1633,response_behaviour,3
1633,reading,1
1633,working_memory,5
1633,processing_speed,1
1633,math_fluency,1
1633,long_term_memory,4
1633,reasoning,1
1634,response_behaviour,1
1634,reading,1
1634,working_memory,2
1634,math_fluency,3
1634,long_term_memory,2
1634,reasoning,1
1634,emotion,1
1635,response_behaviour,3
1635,reading,1
1635,working_memory,1
1635,processing_speed,1
1635,long_term_memory,2
1635,reasoning,1
1635,emotion,1
1636,response_behaviour,3
1636,reading,1
1636,working_memory,3
1636,processing_speed,1
1636,long_term_memory,3
1636,reasoning,1
1636,emotion,1
1637,response_behaviour,1
1637,working_memory,3
1637,processing_speed,1
1637,math_fluency,3
1637,long_term_memory,2
1637,reasoning,1
1637,emotion,1
1638,response_behaviour,3
1638,reading,1
1638,working_memory,5
1638,math_fluency,1
1638,long_term_memory,5
1638,reasoning,1
1638,emotion,1
1639,response_behaviour,2
1639,reading,1
1639,working_memory,3
1639,processing_speed,1
1639,long_term_memory,2
1639,reasoning,1
1639,emotion,1
1640,response_behaviour,4
1640,reading,1
1640,working_memory,1
1640,processing_speed,1
1640,math_fluency,4
1640,long_term_memory,1
1640,reasoning,1
1641,response_behaviour,3
1641,reading,1
1641,processing_speed,1
1641,math_fluency,4
1641,long_term_memory,3
1641,reasoning,1
1641,emotion,1
1642,response_behaviour,4
1642,reading,1
1642,working_memory,3
1642,processing_speed,1
1642,long_term_memory,2
1642,reasoning,1
1642,emotion,1
1643,response_behaviour,4
1643,reading,1
1643,working_memory,1
1643,processing_speed,1
1643,long_term_memory,1
1643,reasoning,1
1643,emotion,1
1644,response_behaviour,4
1644,working_memory,3
1644,processing_speed,1
1644,math_fluency,3
1644,long_term_memory,2
1644,reasoning,1
1644,emotion,1
1645,response_behaviour,4
1645,reading,1
1645,working_memory,3
1645,processing_speed,1
1645,long_term_memory,4
1645,reasoning,1
1645,emotion,1
1646,response_behaviour,5
1646,working_memory,3
1646,processing_speed,2
1646,math_fluency,1
1646,long_term_memory,2
1646,reasoning,1
1646,emotion,1
1647,response_behaviour,3
1647,reading,1
1647,working_memory,3
1647,math_fluency,1
1647,long_term_memory,2
1647,reasoning,1
1647,emotion,1
1648,reading,1
1648,working_memory,4
1648,processing_speed,1
1648,math_fluency,5
1648,long_term_memory,4
1648,reasoning,1
1648,emotion,1
1649,response_behaviour,3
1649,reading,1
1649,working_memory,3
1649,math_fluency,4
1649,long_term_memory,1
1649,reasoning,1
1649,emotion,1
1650,response_behaviour,4
1650,reading,1
1650,processing_speed,2
1650,math_fluency,1
1650,long_term_memory,2
1650,reasoning,3
1650,emotion,2
1651,response_behaviour,1
1651,reading,1
1651,processing_speed,1
1651,math_fluency,4
1651,long_term_memory,4
1651,reasoning,1
1651,emotion,1
1652,response_behaviour,3
1652,working_memory,4
1652,processing_speed,1
1652,math_fluency,2
1652,long_term_memory,4
1652,reasoning,1
1652,emotion,1
1653,reading,1
1653,working_memory,1
1653,processing_speed,1
1653,math_fluency,1
1653,long_term_memory,4
1653,reasoning,1
1653,emotion,1
1654,response_behaviour,4
1654,reading,2
1654,working_memory,1
1654,processing_speed,3
1654,math_fluency,2
1654,long_term_memory,1
1654,reasoning,2
1655,response_behaviour,3
1655,reading,1
1655,working_memory,4
1655,processing_speed,1
1655,math_fluency,4
1655,long_term_memory,2
1655,emotion,1
1656,response_behaviour,2
1656,reading,1
1656,working_memory,4
1656,processing_speed,1
1656,math_fluency,3
1656,reasoning,1
1656,emotion,1
1657,response_behaviour,4
1657,reading,1
1657,working_memory,2
1657,processing_speed,1
1657,math_fluency,4
1657,reasoning,1
1657,emotion,1
1658,reading,1
1658,working_memory,2
1658,processing_speed,1
1658,math_fluency,2
1658,long_term_memory,2
1658,reasoning,1
1658,emotion,1
1659,response_behaviour,1
1659,reading,1
1659,working_memory,1
1659,processing_speed,1
1659,long_term_memory,1
1659,reasoning,1
1659,emotion,1
1660,response_behaviour,3
1660,reading,1
1660,working_memory,1
1660,processing_speed,1
1660,math_fluency,2
1660,reasoning,1
1660,emotion,1
1661,response_behaviour,3
1661,reading,1
1661,processing_speed,1
1661,math_fluency,2
1661,long_term_memory,4
1661,reasoning,1
1661,emotion,1
1662,response_behaviour,4
1662,reading,1
1662,processing_speed,1
1662,math_fluency,3
1662,long_term_memory,1
1662,reasoning,1
1662,emotion,1
1663,response_behaviour,2
1663,reading,1
1663,working_memory,5
1663,math_fluency,5
1663,long_term_memory,4
1663,reasoning,1
1663,emotion,1
1664,response_behaviour,5
1664,reading,3
1664,working_memory,2
1664,processing_speed,5
1664,math_fluency,1
1664,long_term_memory,2
1664,reasoning,2
1665,response_behaviour,2
1665,working_memory,4
1665,processing_speed,1
1665,math_fluency,2
1665,long_term_memory,4
1665,reasoning,1
1665,emotion,1
1666,response_behaviour,3
1666,reading,1
1666,working_memory,1
1666,math_fluency,4
1666,long_term_memory,1
1666,reasoning,1
1666,emotion,1
1667,response_behaviour,3
1667,reading,1
1667,working_memory,3
1667,processing_speed,1
1667,math_fluency,3
1667,reasoning,1
1667,emotion,1
1668,response_behaviour,4
1668,reading,1
1668,working_memory,3
1668,processing_speed,1
1668,math_fluency,2
1668,long_term_memory,2
1668,emotion,1
1669,response_behaviour,2
1669,reading,1
1669,working_memory,4
1669,math_fluency,5
1669,long_term_memory,5
1669,reasoning,1
1669,emotion,1
1670,response_behaviour,3
1670,reading,1
1670,working_memory,4
1670,math_fluency,2
1670,long_term_memory,2
1670,reasoning,1
1670,emotion,1
1671,response_behaviour,3
1671,reading,1
1671,working_memory,5
1671,math_fluency,4
1671,long_term_memory,5
1671,reasoning,1
1671,emotion,1
1672,response_behaviour,3
1672,working_memory,3
1672,processing_speed,1
1672,math_fluency,1
1672,long_term_memory,4
1672,reasoning,1
1672,emotion,1
1673,response_behaviour,4
1673,reading,1
1673,processing_speed,2
1673,math_fluency,3
1673,long_term_memory,5
1673,reasoning,1
1673,emotion,1
1674,response_behaviour,3
1674,reading,5
1674,working_memory,2
1674,processing_speed,4
1674,math_fluency,4
1674,reasoning,5
1674,emotion,3
1675,response_behaviour,3
1675,working_memory,4
1675,processing_speed,1
1675,math_fluency,1
1675,long_term_memory,4
1675,reasoning,2
1675,emotion,2
1676,response_behaviour,4
1676,reading,3
1676,working_memory,5
1676,processing_speed,4
1676,math_fluency,4
1676,long_term_memory,5
1676,emotion,2
1678,reading,3
1678,working_memory,4
1678,processing_speed,4
1678,math_fluency,3
1678,long_term_memory,5
1678,reasoning,3
1678,emotion,3
1679,response_behaviour,4
1679,reading,2
1679,working_memory,3
1679,processing_speed,1
1679,math_fluency,1
1679,reasoning,2
1679,emotion,1
1680,response_behaviour,4
1680,reading,1
1680,working_memory,4
1680,processing_speed,2
1680,math_fluency,1
1680,long_term_memory,5
1680,emotion,1
1681,response_behaviour,3
1681,reading,3
1681,working_memory,5
1681,processing_speed,4
1681,math_fluency,5
1681,long_term_memory,5
1681,emotion,3
1682,response_behaviour,3
1682,reading,4
1682,working_memory,4
1682,math_fluency,5
1682,long_term_memory,4
1682,reasoning,4
1682,emotion,4
1683,response_behaviour,3
1683,reading,3
1683,working_memory,5
1683,processing_speed,2
1683,math_fluency,4
1683,reasoning,2
1683,emotion,1
1684,response_behaviour,3
1684,reading,5
1684,working_memory,1
1684,processing_speed,2
1684,math_fluency,2
1684,reasoning,4
1684,emotion,2
1686,response_behaviour,3
1686,reading,3
1686,working_memory,4
1686,processing_speed,3
1686,math_fluency,3
1686,long_term_memory,4
1686,reasoning,3
1687,reading,2
1687,working_memory,1
1687,processing_speed,1
1687,math_fluency,2
1687,long_term_memory,2
1687,reasoning,4
1687,emotion,3
1689,response_behaviour,4
1689,reading,2
1689,processing_speed,1
1689,math_fluency,3
1689,long_term_memory,5
1689,reasoning,3
1689,emotion,2
1690,reading,2
1690,working_memory,4
1690,processing_speed,1
1690,math_fluency,1
1690,long_term_memory,3
1690,reasoning,2
1690,emotion,2
1691,response_behaviour,3
1691,reading,3
1691,working_memory,5
1691,processing_speed,2
1691,long_term_memory,5
1691,reasoning,3
1691,emotion,3
1692,reading,3
1692,working_memory,2
1692,processing_speed,2
1692,math_fluency,3
1692,long_term_memory,1
1692,reasoning,2
1692,emotion,3
1693,response_behaviour,4
1693,reading,2
1693,working_memory,2
1693,processing_speed,1
1693,math_fluency,2
1693,long_term_memory,3
1693,reasoning,4
1694,response_behaviour,4
1694,reading,2
1694,working_memory,3
1694,processing_speed,1
1694,math_fluency,3
1694,long_term_memory,4
1694,reasoning,2
1695,response_behaviour,3
1695,working_memory,5
1695,processing_speed,3
1695,math_fluency,5
1695,long_term_memory,5
1695,reasoning,4
1695,emotion,2
1696,response_behaviour,3
1696,reading,4
1696,working_memory,5
1696,processing_speed,1
1696,math_fluency,2
1696,long_term_memory,5
1696,reasoning,4
1697,response_behaviour,3
1697,reading,4
1697,working_memory,1
1697,math_fluency,2
1697,long_term_memory,2
1697,reasoning,3
1697,emotion,3
1698,response_behaviour,3
1698,reading,4
1698,working_memory,5
1698,processing_speed,1
1698,math_fluency,2
1698,long_term_memory,5
1698,emotion,2
1699,response_behaviour,4
1699,reading,2
1699,working_memory,4
1699,processing_speed,1
1699,math_fluency,2
1699,long_term_memory,3
1699,emotion,1
1700,response_behaviour,3
1700,reading,2
1700,processing_speed,1
1700,math_fluency,2
1700,long_term_memory,2
1700,reasoning,2
1700,emotion,1
1701,reading,4
1701,working_memory,5
1701,processing_speed,1
1701,math_fluency,3
1701,long_term_memory,1
1701,reasoning,3
1701,emotion,2
1702,response_behaviour,3
1702,reading,3
1702,working_memory,5
1702,processing_speed,3
1702,math_fluency,3
1702,long_term_memory,4
1702,emotion,2
1703,reading,2
1703,working_memory,4
1703,processing_speed,1
1703,math_fluency,1
1703,long_term_memory,5
1703,reasoning,2
1703,emotion,1
1704,response_behaviour,4
1704,reading,1
1704,working_memory,5
1704,math_fluency,2
1704,long_term_memory,4
1704,reasoning,2
1704,emotion,2
1705,response_behaviour,3
1705,reading,4
1705,working_memory,5
1705,processing_speed,3
1705,math_fluency,5
1705,reasoning,4
1705,emotion,3
1706,response_behaviour,4
1706,working_memory,3
1706,processing_speed,1
1706,math_fluency,1
1706,long_term_memory,3
1706,reasoning,1
1706,emotion,1
1707,response_behaviour,4
1707,reading,2
1707,working_memory,2
1707,processing_speed,2
1707,math_fluency,2
1707,reasoning,2
1707,emotion,2
1708,response_behaviour,4
1708,working_memory,3
1708,processing_speed,1
1708,math_fluency,2
1708,long_term_memory,3
1708,reasoning,1
1708,emotion,1
1709,response_behaviour,3
1709,reading,3
1709,working_memory,4
1709,processing_speed,2
1709,long_term_memory,5
1709,reasoning,4
1709,emotion,3
1710,response_behaviour,3
1710,reading,5
1710,working_memory,3
1710,processing_speed,2
1710,long_term_memory,5
1710,reasoning,4
1710,emotion,2
1711,reading,4
1711,working_memory,5
1711,processing_speed,4
1711,math_fluency,4
1711,long_term_memory,4
1711,reasoning,1
1711,emotion,3
1712,response_behaviour,3
1712,reading,2
1712,working_memory,3
1712,processing_speed,1
1712,math_fluency,2
1712,reasoning,3
1712,emotion,1
1713,response_behaviour,2
1713,reading,3
1713,processing_speed,1
1713,math_fluency,2
1713,long_term_memory,5
1713,reasoning,2
1713,emotion,2
1714,response_behaviour,4
1714,reading,2
1714,working_memory,4
1714,processing_speed,2
1714,math_fluency,3
1714,reasoning,3
1714,emotion,1
1715,response_behaviour,4
1715,working_memory,4
1715,processing_speed,1
1715,math_fluency,3
1715,long_term_memory,5
1715,reasoning,2
1715,emotion,1
1716,response_behaviour,4
1716,reading,2
1716,working_memory,4
1716,processing_speed,2
1716,math_fluency,2
1716,long_term_memory,4
1716,emotion,2
1717,reading,2
1717,working_memory,4
1717,processing_speed,2
1717,math_fluency,1
1717,long_term_memory,4
1717,reasoning,2
1717,emotion,2
1718,response_behaviour,4
1718,reading,1
1718,working_memory,5
1718,processing_speed,1
1718,math_fluency,1
1718,long_term_memory,5
1718,reasoning,2
1719,response_behaviour,3
1719,reading,3
1719,working_memory,4
1719,processing_speed,3
1719,math_fluency,4
1719,long_term_memory,5
1719,emotion,3
1720,response_behaviour,4
1720,reading,1
1720,working_memory,3
1720,processing_speed,3
1720,math_fluency,2
1720,reasoning,1
1720,emotion,2
1721,response_behaviour,4
1721,reading,3
1721,working_memory,2
1721,math_fluency,2
1721,long_term_memory,1
1721,reasoning,2
1721,emotion,1
1722,response_behaviour,3
1722,reading,3
1722,working_memory,5
1722,processing_speed,2
1722,math_fluency,4
1722,reasoning,5
1722,emotion,3
1723,response_behaviour,3
1723,working_memory,5
1723,processing_speed,3
1723,math_fluency,2
1723,long_term_memory,5
1723,reasoning,4
1723,emotion,2
1724,response_behaviour,3
1724,reading,4
1724,working_memory,2
1724,processing_speed,2
1724,math_fluency,3
1724,reasoning,2
1724,emotion,3
1725,response_behaviour,4
1725,reading,2
1725,working_memory,1
1725,processing_speed,1
1725,math_fluency,5
1725,reasoning,1
1725,emotion,2
1726,response_behaviour,3
1726,reading,2
1726,working_memory,3
1726,processing_speed,1
1726,math_fluency,1
1726,reasoning,2
1726,emotion,1
1727,response_behaviour,3
1727,working_memory,5
1727,processing_speed,2
1727,math_fluency,3
1727,long_term_memory,5
1727,reasoning,3
1727,emotion,2
1728,response_behaviour,4
1728,reading,2
1728,working_memory,1
1728,math_fluency,2
1728,long_term_memory,3
1728,reasoning,1
1728,emotion,3
1729,response_behaviour,3
1729,working_memory,5
1729,processing_speed,1
1729,math_fluency,2
1729,long_term_memory,4
1729,reasoning,4
1729,emotion,1
1730,response_behaviour,4
1730,reading,1
1730,processing_speed,1
1730,math_fluency,1
1730,long_term_memory,5
1730,reasoning,1
1730,emotion,1
1731,response_behaviour,3
1731,reading,2
1731,working_memory,4
1731,processing_speed,1
1731,math_fluency,1
1731,long_term_memory,5
1731,reasoning,3
1732,response_behaviour,3
1732,reading,5
1732,working_memory,4
1732,math_fluency,3
1732,long_term_memory,5
1732,reasoning,4
1732,emotion,4
1733,response_behaviour,4
1733,working_memory,3
1733,processing_speed,2
1733,math_fluency,4
1733,long_term_memory,1
1733,reasoning,1
1733,emotion,1
1734,response_behaviour,4
1734,reading,3
1734,working_memory,4
1734,processing_speed,3
1734,math_fluency,2
1734,long_term_memory,3
1734,emotion,3
1735,response_behaviour,4
1735,reading,2
1735,working_memory,2
1735,processing_speed,1
1735,long_term_memory,1
1735,reasoning,4
1735,emotion,2
1736,response_behaviour,4
1736,reading,2
1736,working_memory,4
1736,processing_speed,2
1736,math_fluency,3
1736,long_term_memory,1
1736,reasoning,3
1737,response_behaviour,4
1737,reading,4
1737,working_memory,3
1737,math_fluency,2
1737,long_term_memory,4
1737,reasoning,1
1737,emotion,2
1738,response_behaviour,4
1738,reading,2
1738,working_memory,1
1738,processing_speed,1
1738,math_fluency,1
1738,long_term_memory,2
1738,emotion,2
1739,response_behaviour,3
1739,reading,2
1739,working_memory,2
1739,processing_speed,2
1739,math_fluency,2
1739,reasoning,3
1739,emotion,2
1740,response_behaviour,3
1740,working_memory,3
1740,processing_speed,1
1740,math_fluency,3
1740,long_term_memory,4
1740,reasoning,2
1740,emotion,2
1741,response_behaviour,4
1741,reading,1
1741,working_memory,3
1741,processing_speed,1
1741,math_fluency,1
1741,long_term_memory,1
1741,emotion,2
1742,response_behaviour,3
1742,reading,2
1742,working_memory,3
1742,processing_speed,1
1742,math_fluency,2
1742,long_term_memory,2
1742,emotion,2
1743,response_behaviour,3
1743,reading,4
1743,working_memory,4
1743,processing_speed,1
1743,math_fluency,2
1743,long_term_memory,5
1743,reasoning,3
1744,response_behaviour,3
1744,working_memory,4
1744,processing_speed,3
1744,math_fluency,4
1744,long_term_memory,5
1744,reasoning,4
1744,emotion,2
1745,response_behaviour,3
1745,reading,2
1745,processing_speed,1
1745,math_fluency,1
1745,long_term_memory,3
1745,reasoning,3
1745,emotion,2
1746,response_behaviour,2
1746,reading,3
1746,working_memory,3
1746,math_fluency,2
1746,long_term_memory,3
1746,reasoning,3
1746,emotion,1
1747,response_behaviour,3
1747,working_memory,5
1747,processing_speed,3
1747,math_fluency,3
1747,long_term_memory,4
1747,reasoning,4
1747,emotion,3
1748,response_behaviour,2
1748,reading,2
1748,processing_speed,2
1748,math_fluency,2
1748,long_term_memory,5
1748,reasoning,2
1748,emotion,1
1749,reading,4
1749,working_memory,4
1749,processing_speed,1
1749,math_fluency,5
1749,long_term_memory,4
1749,reasoning,3
1749,emotion,2
1750,reading,2
1750,working_memory,3
1750,processing_speed,1
1750,math_fluency,1
1750,long_term_memory,4
1750,reasoning,1
1750,emotion,2
1751,response_behaviour,4
1751,reading,2
1751,working_memory,4
1751,processing_speed,1
1751,math_fluency,1
1751,long_term_memory,5
1751,emotion,2
1752,response_behaviour,3
1752,reading,1
1752,working_memory,5
1752,processing_speed,1
1752,math_fluency,1
1752,reasoning,2
1752,emotion,2
1753,response_behaviour,3
1753,reading,3
1753,working_memory,4
1753,processing_speed,3
1753,math_fluency,3
1753,long_term_memory,5
1753,reasoning,3
1755,response_behaviour,3
1755,reading,3
1755,working_memory,5
1755,processing_speed,2
1755,math_fluency,2
1755,long_term_memory,5
1755,emotion,3
1756,response_behaviour,2
1756,reading,3
1756,working_memory,4
1756,processing_speed,1
1756,math_fluency,3
1756,long_term_memory,3
1756,reasoning,3
1757,response_behaviour,4
1757,reading,2
1757,working_memory,1
1757,processing_speed,1
1757,long_term_memory,1
1757,reasoning,1
1757,emotion,2
1759,response_behaviour,4
1759,reading,3
1759,working_memory,5
1759,processing_speed,3
1759,math_fluency,4
1759,long_term_memory,5
1759,emotion,4
1760,response_behaviour,3
1760,reading,4
1760,processing_speed,4
1760,math_fluency,5
1760,long_term_memory,5
1760,reasoning,5
1760,emotion,4
1761,reading,5
1761,working_memory,5
1761,processing_speed,2
1761,math_fluency,3
1761,long_term_memory,5
1761,reasoning,4
1761,emotion,2
1762,response_behaviour,4
1762,reading,2
1762,working_memory,5
1762,math_fluency,3
1762,long_term_memory,5
1762,reasoning,1
1762,emotion,1
1763,response_behaviour,4
1763,reading,2
1763,working_memory,5
1763,math_fluency,3
1763,long_term_memory,5
1763,reasoning,3
1763,emotion,2
1764,response_behaviour,4
1764,working_memory,5
1764,processing_speed,3
1764,math_fluency,2
1764,long_term_memory,5
1764,reasoning,2
1764,emotion,3
1765,response_behaviour,3
1765,reading,5
1765,working_memory,5
1765,processing_speed,3
1765,math_fluency,4
1765,long_term_memory,5
1765,reasoning,5
1766,response_behaviour,3
1766,working_memory,5
1766,processing_speed,2
1766,math_fluency,2
1766,long_term_memory,5
1766,reasoning,3
1766,emotion,3
1767,response_behaviour,3
1767,reading,5
1767,processing_speed,5
1767,math_fluency,3
1767,long_term_memory,5
1767,reasoning,3
1767,emotion,2
1768,response_behaviour,4
1768,reading,2
1768,processing_speed,2
1768,math_fluency,1
1768,long_term_memory,5
1768,reasoning,2
1768,emotion,2
1769,response_behaviour,4
1769,reading,3
1769,working_memory,5
1769,processing_speed,2
1769,math_fluency,4
1769,long_term_memory,5
1769,reasoning,3
1770,response_behaviour,4
1770,reading,2
1770,working_memory,5
1770,math_fluency,2
1770,long_term_memory,5
1770,reasoning,4
1770,emotion,2
1771,response_behaviour,4
1771,reading,5
1771,working_memory,5
1771,processing_speed,3
1771,math_fluency,5
1771,reasoning,2
1771,emotion,3
1772,response_behaviour,3
1772,reading,5
1772,working_memory,5
1772,processing_speed,3
1772,math_fluency,3
1772,long_term_memory,5
1772,emotion,3
1773,reading,3
1773,working_memory,5
1773,processing_speed,4
1773,math_fluency,3
1773,long_term_memory,5
1773,reasoning,4
1773,emotion,3
1774,reading,1
1774,working_memory,5
1774,processing_speed,1
1774,math_fluency,2
1774,long_term_memory,5
1774,reasoning,4
1774,emotion,2
1775,response_behaviour,4
1775,reading,4
1775,working_memory,5
1775,processing_speed,2
1775,math_fluency,3
1775,reasoning,2
1775,emotion,2
1776,reading,5
1776,working_memory,5
1776,processing_speed,4
1776,math_fluency,5
1776,long_term_memory,5
1776,reasoning,5
1776,emotion,3
1777,response_behaviour,4
1777,reading,5
1777,working_memory,5
1777,processing_speed,3
1777,long_term_memory,5
1777,reasoning,5
1777,emotion,3
1778,response_behaviour,4
1778,reading,2
1778,working_memory,2
1778,processing_speed,5
1778,long_term_memory,2
1778,reasoning,3
1778,emotion,3
1779,response_behaviour,4
1779,working_memory,5
1779,processing_speed,4
1779,math_fluency,3
1779,long_term_memory,5
1779,reasoning,4
1779,emotion,2
1780,response_behaviour,4
1780,reading,3
1780,working_memory,5
1780,processing_speed,2
1780,math_fluency,2
1780,reasoning,4
1780,emotion,2
1781,response_behaviour,4
1781,working_memory,5
1781,processing_speed,2
1781,math_fluency,1
1781,long_term_memory,3
1781,reasoning,2
1781,emotion,3
1782,response_behaviour,3
1782,reading,3
1782,working_memory,5
1782,math_fluency,3
1782,long_term_memory,5
1782,reasoning,4
1782,emotion,1
1783,response_behaviour,4
1783,reading,2
1783,working_memory,5
1783,processing_speed,4
1783,long_term_memory,5
1783,reasoning,1
1783,emotion,1
1784,response_behaviour,4
1784,reading,5
1784,processing_speed,2
1784,math_fluency,2
1784,long_term_memory,5
1784,reasoning,4
1784,emotion,2
1785,response_behaviour,4
1785,reading,5
1785,processing_speed,3
1785,math_fluency,1
1785,long_term_memory,5
1785,reasoning,4
1785,emotion,2
1786,response_behaviour,4
1786,reading,5
1786,working_memory,5
1786,processing_speed,3
1786,math_fluency,4
1786,long_term_memory,5
1786,reasoning,3
1787,response_behaviour,4
1787,reading,1
1787,working_memory,5
1787,processing_speed,2
1787,math_fluency,1
1787,long_term_memory,5
1787,emotion,2
1788,response_behaviour,4
1788,reading,3
1788,working_memory,5
1788,processing_speed,3
1788,math_fluency,1
1788,reasoning,2
1788,emotion,3
1789,response_behaviour,3
1789,reading,4
1789,working_memory,5
1789,processing_speed,4
1789,math_fluency,4
1789,reasoning,4
1789,emotion,3
1790,response_behaviour,3
1790,reading,3
1790,working_memory,5
1790,processing_speed,2
1790,math_fluency,3
1790,long_term_memory,5
1790,reasoning,3
1791,response_behaviour,3
1791,reading,5
1791,working_memory,5
1791,processing_speed,5
1791,math_fluency,5
1791,long_term_memory,5
1791,reasoning,4
1792,response_behaviour,4
1792,reading,2
1792,working_memory,3
1792,processing_speed,3
1792,math_fluency,4
1792,long_term_memory,3
1792,emotion,4
1793,response_behaviour,4
1793,working_memory,5
1793,processing_speed,2
1793,math_fluency,1
1793,long_term_memory,4
1793,reasoning,2
1793,emotion,2
1794,response_behaviour,3
1794,reading,4
1794,working_memory,5
1794,processing_speed,1
1794,long_term_memory,5
1794,reasoning,4
1794,emotion,1
1795,response_behaviour,3
1795,reading,3
1795,working_memory,5
1795,processing_speed,4
1795,long_term_memory,5
1795,reasoning,5
1795,emotion,4
1796,response_behaviour,4
1796,working_memory,5
1796,processing_speed,4
1796,math_fluency,2
1796,long_term_memory,5
1796,reasoning,4
1796,emotion,2
1797,response_behaviour,4
1797,reading,4
1797,working_memory,5
1797,math_fluency,2
1797,long_term_memory,4
1797,reasoning,3
1797,emotion,1
1798,response_behaviour,3
1798,reading,5
1798,working_memory,5
1798,processing_speed,4
1798,math_fluency,5
1798,reasoning,5
1798,emotion,2
1799,response_behaviour,3
1799,working_memory,5
1799,processing_speed,4
1799,math_fluency,5
1799,long_term_memory,5
1799,reasoning,5
1799,emotion,4
1800,response_behaviour,3
1800,reading,4
1800,working_memory,5
1800,processing_speed,4
1800,long_term_memory,5
1800,reasoning,4
1800,emotion,4
1801,response_behaviour,4
1801,reading,4
1801,working_memory,5
1801,processing_speed,4
1801,math_fluency,2
1801,long_term_memory,5
1801,emotion,3
1802,response_behaviour,3
1802,reading,4
1802,processing_speed,2
1802,math_fluency,3
1802,long_term_memory,5
1802,reasoning,2
1802,emotion,2
1803,response_behaviour,3
1803,reading,5
1803,working_memory,5
1803,math_fluency,5
1803,long_term_memory,5
1803,reasoning,4
1803,emotion,3
1804,response_behaviour,3
1804,reading,5
1804,working_memory,5
1804,processing_speed,2
1804,long_term_memory,5
1804,reasoning,5
1804,emotion,3
1805,response_behaviour,4
1805,reading,1
1805,processing_speed,1
1805,math_fluency,1
1805,long_term_memory,5
1805,reasoning,2
1805,emotion,2
1806,response_behaviour,3
1806,reading,5
1806,working_memory,5
1806,math_fluency,2
1806,long_term_memory,5
1806,reasoning,3
1806,emotion,2
1807,response_behaviour,3
1807,reading,2
1807,working_memory,5
1807,processing_speed,3
1807,math_fluency,4
1807,reasoning,5
1807,emotion,1
1808,response_behaviour,4
1808,reading,1
1808,working_memory,5
1808,processing_speed,4
1808,math_fluency,2
1808,long_term_memory,5
1808,reasoning,5
1809,response_behaviour,3
1809,reading,5
1809,working_memory,5
1809,math_fluency,3
1809,long_term_memory,5
1809,reasoning,3
1809,emotion,2
1810,response_behaviour,4
1810,reading,3
1810,working_memory,5
1810,processing_speed,1
1810,math_fluency,1
1810,reasoning,2
1810,emotion,2
1811,response_behaviour,4
1811,reading,2
1811,working_memory,5
1811,processing_speed,3
1811,long_term_memory,5
1811,reasoning,3
1811,emotion,2
1812,reading,2
1812,working_memory,5
1812,processing_speed,2
1812,math_fluency,2
1812,long_term_memory,5
1812,reasoning,4
1812,emotion,4
1813,response_behaviour,4
1813,reading,3
1813,working_memory,5
1813,processing_speed,4
1813,math_fluency,3
1813,reasoning,5
1813,emotion,3
1814,response_behaviour,3
1814,reading,5
1814,processing_speed,3
1814,math_fluency,4
1814,long_term_memory,5
1814,reasoning,5
1814,emotion,2
1815,response_behaviour,3
1815,working_memory,5
1815,processing_speed,3
1815,math_fluency,3
1815,long_term_memory,5
1815,reasoning,4
1815,emotion,2
1816,response_behaviour,3
1816,reading,4
1816,working_memory,5
1816,processing_speed,4
1816,math_fluency,3
1816,reasoning,4
1816,emotion,3
1817,response_behaviour,3
1817,reading,4
1817,working_memory,5
1817,processing_speed,4
1817,math_fluency,5
1817,long_term_memory,5
1817,reasoning,5
1818,response_behaviour,3
1818,reading,4
1818,working_memory,5
1818,processing_speed,3
1818,math_fluency,4
1818,long_term_memory,5
1818,emotion,1
1819,response_behaviour,3
1819,reading,5
1819,working_memory,5
1819,processing_speed,5
1819,math_fluency,4
1819,long_term_memory,5
1819,reasoning,4
1820,response_behaviour,4
1820,reading,5
1820,working_memory,5
1820,processing_speed,4
1820,math_fluency,3
1820,long_term_memory,5
1820,reasoning,4
1821,response_behaviour,3
1821,working_memory,5
1821,processing_speed,3
1821,math_fluency,3
1821,long_term_memory,5
1821,reasoning,3
1821,emotion,2
1822,response_behaviour,4
1822,reading,3
1822,processing_speed,2
1822,math_fluency,2
1822,long_term_memory,5
1822,reasoning,2
1822,emotion,1
1823,response_behaviour,3
1823,reading,5
1823,working_memory,5
1823,math_fluency,2
1823,long_term_memory,5
1823,reasoning,2
1823,emotion,2
1824,response_behaviour,3
1824,reading,2
