student_id,dimension,score
600,math_fluency,3
991,processing_speed,5
740,execution_speed,3
1548,execution_speed,2
2196,reasoning,2
2415,processing_speed,4
2006,execution_speed,3
2540,calculus,3
1301,processing_speed,2
2659,execution_speed,3
2442,math_fluency,5
1287,calculus,4
1863,calculus,5
2232,reading,4
2158,emotion,4
2085,reasoning,4
2053,reading,4
1538,calculus,4
1948,reading,2
972,processing_speed,4
734,processing_speed,3
2240,emotion,1
781,emotion,4
1066,processing_speed,5
2755,math_fluency,3
1388,reasoning,4
1517,processing_speed,5
1282,math_fluency,1
1943,reasoning,4
954,reasoning,4
3261,emotion,2
2308,math_fluency,1
2322,math_fluency,5
767,calculus,4
1774,emotion,3
2340,processing_speed,5
3307,calculus,4
1060,calculus,4
2265,emotion,1
3095,execution_speed,4
696,reading,4
894,reasoning,4
2871,emotion,5
3160,reasoning,3
2336,processing_speed,2
939,reasoning,1
3220,calculus,2
2584,reasoning,3
2462,calculus,5
1487,reading,3
2001,reading,3
2899,execution_speed,4
2569,math_fluency,4
2548,reading,1
3115,processing_speed,3
2516,reading,5
931,calculus,5
1862,reasoning,5
2780,math_fluency,2
1359,reasoning,3
2885,execution_speed,4
2183,emotion,4
1844,reading,5
1445,processing_speed,1
1372,math_fluency,4
1291,reading,3
1094,execution_speed,2
2690,math_fluency,1
3124,calculus,3
1906,processing_speed,2
1015,execution_speed,4
3047,math_fluency,2
859,processing_speed,3
2638,execution_speed,2
950,execution_speed,4
3279,reading,2
1412,reasoning,2
1945,processing_speed,4
2314,calculus,2
2897,processing_speed,4
3101,math_fluency,4
3104,processing_speed,5
993,execution_speed,4
2532,execution_speed,5
3092,emotion,1
1464,emotion,1
1047,calculus,3
816,reasoning,3
2199,calculus,3
3291,calculus,5
3025,execution_speed,5
2570,execution_speed,4
831,execution_speed,1
2388,reasoning,4
3032,reading,2
2776,execution_speed,5
3096,reading,3
872,processing_speed,5
2148,math_fluency,4
778,calculus,5
2054,execution_speed,4
1040,calculus,3
2677,execution_speed,1
3085,processing_speed,5
922,reasoning,4
3100,emotion,1
1090,execution_speed,3
2327,processing_speed,5
2482,execution_speed,2
1446,calculus,4
2146,reasoning,4
1331,math_fluency,2
1060,math_fluency,5
2135,reading,4
2581,execution_speed,2
1587,execution_speed,3
2251,emotion,2
1915,reasoning,3
1838,emotion,2
2335,reading,4
1973,execution_speed,3
3299,reasoning,2
2363,calculus,2
807,execution_speed,4
1811,reading,3
2455,emotion,2
3070,execution_speed,3
1812,execution_speed,2
2193,execution_speed,4
785,math_fluency,4
2511,emotion,4
868,execution_speed,1
779,math_fluency,5
740,emotion,3
1394,reading,2
1761,math_fluency,4
2119,reasoning,5
3225,reasoning,1
1404,reasoning,3
2384,math_fluency,3
1306,reading,2
1885,math_fluency,2
3126,emotion,2
2644,reading,5
1808,math_fluency,2
1837,processing_speed,3
2496,reading,5
1528,math_fluency,4
2734,reading,4
918,processing_speed,3
1929,reasoning,3
1448,emotion,1
1518,emotion,2
2170,calculus,5
2685,execution_speed,1
2189,emotion,3
2874,math_fluency,4
2276,calculus,2
2340,reading,4
1565,emotion,1
1672,emotion,1
5456,emotion,4
5697,processing_speed,1
6070,reasoning,4
6580,reading,3
5970,execution_speed,2
4811,emotion,2
6582,reading,3
6305,calculus,5
4937,execution_speed,1
5737,reasoning,5
5489,execution_speed,5
6109,emotion,1
3772,reading,4
1576,reasoning,4
3783,reasoning,3
1638,reasoning,1
6692,execution_speed,1
4842,execution_speed,2
6392,math_fluency,3
5139,processing_speed,4
4765,emotion,1
5704,math_fluency,1
3754,reasoning,4
4856,reading,2
6837,reading,3
6457,reasoning,2
4842,calculus,1
5958,reading,2
3899,reasoning,2
4818,reasoning,1
1729,reasoning,4
2680,reading,4
6123,emotion,3
3570,reading,4
5876,math_fluency,1
5968,reading,2
6476,reasoning,2
4932,math_fluency,3
5728,reading,2
4733,reasoning,5
4794,calculus,3
6898,emotion,5
5955,emotion,4
6009,execution_speed,3
6705,calculus,2
6274,execution_speed,2
3781,processing_speed,1
4823,emotion,1
4764,reading,5
6390,reasoning,3
6274,processing_speed,1
3185,reasoning,4
6516,emotion,2
5722,math_fluency,3
5366,reading,3
6912,math_fluency,3
3622,execution_speed,2
4867,execution_speed,1
3911,execution_speed,3
6581,processing_speed,1
1071,math_fluency,2
6421,reading,1
5820,emotion,2
6884,reading,2
6055,math_fluency,3
3717,reading,5
6675,reasoning,2
4790,emotion,1
5162,math_fluency,3
6359,emotion,2
5289,calculus,1
5886,math_fluency,1
6466,reading,2
6717,reasoning,2
6614,processing_speed,2
6186,reasoning,3
6339,math_fluency,4
6233,reasoning,4
4933,reading,2
7006,calculus,4
5319,calculus,4
4794,reasoning,3
5100,processing_speed,3
3464,execution_speed,3
3194,processing_speed,2
6258,execution_speed,2
5793,execution_speed,4
3888,emotion,3
3489,execution_speed,4
5340,processing_speed,3
6073,reasoning,1
6253,processing_speed,3
5828,execution_speed,2
3329,reading,2
5734,reading,1
5955,calculus,4
6599,emotion,1
3187,math_fluency,4
3743,execution_speed,3
4872,processing_speed,2
3593,processing_speed,3
4813,reading,2
5653,emotion,2
6213,emotion,2
1079,emotion,3
6501,emotion,3
6893,emotion,3
2027,math_fluency,2
6690,math_fluency,2
5292,reading,3
5039,execution_speed,4
4142,execution_speed,4
6149,reading,3
4881,math_fluency,4
5806,reading,2
4797,calculus,3
1589,reasoning,1
3497,execution_speed,4
5355,reasoning,3
3570,calculus,5
5285,math_fluency,5
6946,reading,4
3628,math_fluency,5
6900,math_fluency,3
3644,emotion,5
6007,processing_speed,4
6928,reasoning,1
6791,reading,4
3467,reading,2
6721,execution_speed,2
5483,reasoning,5
3576,calculus,2
6299,calculus,1
2029,math_fluency,3
3610,reading,5
6039,processing_speed,4
1578,emotion,3
1604,processing_speed,4
4827,execution_speed,3
5945,math_fluency,3
5063,processing_speed,3
6883,reasoning,3
5281,reading,2
3610,emotion,5
1954,reasoning,1
6237,reading,1
6575,reading,2
6417,processing_speed,1
2037,reasoning,2
3420,emotion,5
6199,execution_speed,2
3391,reading,1
3421,calculus,3
6438,processing_speed,2
3536,execution_speed,3
4823,processing_speed,3
5412,execution_speed,4
3764,reasoning,2
6300,execution_speed,4
3445,math_fluency,5
5186,math_fluency,5
1656,processing_speed,1
5370,execution_speed,5
6334,reading,1
6657,processing_speed,2
1570,emotion,1
1732,reading,5
5937,emotion,4
6779,processing_speed,3
6724,calculus,3
5762,processing_speed,2
7012,math_fluency,3
6571,reasoning,1
4849,reading,3
6890,processing_speed,2
5418,reasoning,4
6914,execution_speed,4
5343,processing_speed,3
6310,emotion,4
4874,reasoning,3
5649,processing_speed,3
3232,reading,2
6959,math_fluency,2
5756,emotion,1
1108,math_fluency,4
5122,reading,1
6121,reasoning,5
1751,reasoning,2
6666,execution_speed,3
5677,emotion,5
1575,reasoning,1
6447,reading,2
1111,math_fluency,2
5286,processing_speed,3
6219,execution_speed,3
5096,emotion,4
5860,math_fluency,2
6553,reading,1
5974,execution_speed,4
3564,emotion,4
4148,emotion,4
5335,execution_speed,3
2792,reasoning,1
6470,emotion,5
5530,calculus,4
4946,math_fluency,2
4782,reasoning,3
3736,reading,4
4774,reading,1
3877,execution_speed,3
5303,processing_speed,3
5975,emotion,5
5939,execution_speed,4
6038,emotion,2
5318,calculus,5
6154,emotion,2
6231,execution_speed,3
5147,calculus,1
1718,reading,1
5953,math_fluency,1
4763,emotion,3
5910,reading,2
6929,emotion,1
6461,reasoning,2
5379,processing_speed,4
1099,emotion,5
3418,execution_speed,5
4762,reading,5
5445,math_fluency,3
2645,emotion,1
4737,emotion,1
5161,processing_speed,3
6519,emotion,4
5488,processing_speed,3
6003,reasoning,3
6042,reading,4
6591,processing_speed,4
6920,calculus,1
4779,calculus,5
5465,reasoning,3
1118,processing_speed,1
6868,processing_speed,2
6441,reading,5
3471,math_fluency,4
3800,calculus,4
6206,processing_speed,2
5055,reading,3
5367,reading,4
6575,calculus,3
3189,calculus,5
2685,emotion,2
4963,math_fluency,4
5746,processing_speed,2
3790,reasoning,3
5062,math_fluency,3
1593,reading,3
6192,math_fluency,3
4953,math_fluency,4
5065,emotion,1
4861,reasoning,3
1670,emotion,1
6492,reasoning,2
5874,execution_speed,4
1107,reading,4
3712,reading,5
6545,reading,1
4931,emotion,1
6768,emotion,4
6534,execution_speed,4
4738,math_fluency,3
1747,math_fluency,4
6319,math_fluency,3
3175,math_fluency,4
1737,reasoning,1
3469,calculus,4
1667,emotion,1
5493,calculus,2
5107,calculus,2
5929,emotion,3
6543,math_fluency,1
5157,emotion,4
6112,execution_speed,5
6699,execution_speed,2
3635,calculus,4
1569,processing_speed,4
6869,reading,1
3486,math_fluency,4
6542,math_fluency,5
4754,emotion,5
6680,math_fluency,5
3791,processing_speed,1
3174,processing_speed,4
5182,math_fluency,5
4727,reasoning,5
6285,reading,1
5664,reading,4
5846,processing_speed,4
6314,reading,4
5939,reasoning,2
6237,emotion,1
4874,math_fluency,5
5733,processing_speed,2
6413,reading,5
6168,emotion,4
4814,reasoning,1
6570,processing_speed,2
3492,emotion,2
5114,math_fluency,5
5888,emotion,3
5292,reasoning,5
6138,math_fluency,4
3490,emotion,5
3201,processing_speed,1
1637,reading,1
6682,execution_speed,1
5143,math_fluency,4
2052,reasoning,5
3795,math_fluency,4
5824,reasoning,5
6040,execution_speed,3
4928,reading,3
5935,reasoning,3
6426,execution_speed,3
5450,reading,2
4146,processing_speed,2
4726,emotion,1
6042,emotion,3
2669,math_fluency,2
4836,execution_speed,3
6988,reading,3
7009,reading,4
6521,execution_speed,5
5867,execution_speed,4
6184,execution_speed,2
4726,reading,5
3322,execution_speed,1
6839,reading,4
4835,reading,1
1086,processing_speed,4
2800,math_fluency,5
6809,emotion,3
5013,reasoning,4
4996,emotion,2
2823,emotion,5
2015,emotion,3
3905,emotion,2
6446,math_fluency,1
7008,calculus,3
6726,execution_speed,5
5909,emotion,3
1589,reading,4
1566,reasoning,1
6578,emotion,2
6190,execution_speed,3
6337,calculus,1
5045,reading,1
2672,processing_speed,4
6332,reading,3
5338,execution_speed,3
6725,execution_speed,4
5853,reading,3
3852,processing_speed,3
6739,reading,5
1662,reasoning,1
1686,reading,3
6553,math_fluency,2
6916,calculus,4
6568,processing_speed,1
6859,math_fluency,2
5102,reading,4
5737,reading,5
6768,reading,2
3651,reading,4
6965,calculus,1
5931,calculus,2
6737,processing_speed,3
4867,reasoning,4
6811,emotion,3
3191,calculus,3
5156,math_fluency,5
4780,calculus,5
6736,math_fluency,3
6364,emotion,5
4724,math_fluency,2
5424,execution_speed,2
1096,math_fluency,2
6879,math_fluency,5
6433,emotion,3
1576,math_fluency,3
6326,math_fluency,4
6406,emotion,2
4787,emotion,1
1654,reasoning,2
6620,emotion,4
4857,execution_speed,3
6803,math_fluency,5
6549,calculus,2
4789,reading,4
3498,emotion,2
5724,math_fluency,4
4784,reading,1
3936,reasoning,3
6233,math_fluency,4
5401,reasoning,3
3746,calculus,4
5907,emotion,3
6746,emotion,5
6478,execution_speed,4
4729,reading,5
4774,emotion,2
6798,reasoning,5
3574,processing_speed,3
6539,calculus,3
3593,reasoning,4
6978,execution_speed,4
5750,math_fluency,3
6896,execution_speed,5
4740,processing_speed,1
6425,processing_speed,2
6904,reading,4
1756,reasoning,4
1661,reading,1
5496,execution_speed,1
5094,reading,1
6225,processing_speed,1
3551,reading,2
6854,processing_speed,5
3212,execution_speed,3
3568,math_fluency,2
6758,reasoning,2
6710,reasoning,4
5365,execution_speed,5
2652,processing_speed,4
5911,reasoning,4
1971,math_fluency,5
5111,processing_speed,5
6244,emotion,4
3352,emotion,4
4948,emotion,3
4875,emotion,1
3798,emotion,5
5981,execution_speed,4
5951,math_fluency,4
3390,emotion,2
6726,reading,2
6795,processing_speed,1
5796,reasoning,1
3903,processing_speed,3
6085,math_fluency,3
6933,calculus,2
5878,execution_speed,3
3570,processing_speed,2
5975,execution_speed,1
5325,math_fluency,1
6955,emotion,3
6766,reasoning,2
3567,reading,5
5010,emotion,2
5440,reading,5
3521,reading,5
6767,emotion,4
6028,reasoning,1
3425,processing_speed,1
4956,execution_speed,2
5989,execution_speed,1
3610,execution_speed,4
6492,emotion,4
6952,calculus,3
6598,execution_speed,4
5451,processing_speed,3
5816,math_fluency,3
1082,processing_speed,1
6919,reading,3
5995,reading,3
5737,execution_speed,4
5935,processing_speed,4
5463,calculus,1
6091,processing_speed,4
5768,math_fluency,1
5394,reading,5
6017,processing_speed,4
5405,execution_speed,2
4829,execution_speed,3
3739,emotion,2
3751,math_fluency,3
6220,reading,1
5414,reasoning,3
6371,calculus,3
4842,emotion,3
3567,math_fluency,5
4931,processing_speed,3
3603,math_fluency,4
6236,emotion,5
6879,processing_speed,3
6500,emotion,3
3202,calculus,4
4698,reasoning,3
4957,math_fluency,3
5432,emotion,5
1605,math_fluency,4
5952,execution_speed,5
3184,reasoning,1
3564,math_fluency,2
3571,processing_speed,1
3191,math_fluency,5
4824,reading,4
2011,emotion,2
6804,reasoning,5
4993,emotion,4
6442,execution_speed,4
3134,emotion,2
6195,math_fluency,2
3921,reasoning,3
5527,processing_speed,5
5678,math_fluency,5
3708,processing_speed,5
5000,execution_speed,5
6977,processing_speed,4
5985,execution_speed,2
6886,reading,5
6553,execution_speed,3
4814,math_fluency,1
1559,processing_speed,4
6982,execution_speed,4
5059,emotion,1
4892,processing_speed,1
1638,reading,1
6422,execution_speed,3
3459,reasoning,2
5074,execution_speed,2
5968,math_fluency,2
2818,processing_speed,5
4169,processing_speed,4
5646,execution_speed,1
1740,math_fluency,4
6283,math_fluency,3
6526,calculus,2
6190,reasoning,3
1069,processing_speed,3
1727,reasoning,4
3652,calculus,3
6810,reading,5
3804,math_fluency,5
3357,reading,4
3500,processing_speed,2
6299,reading,4
4714,execution_speed,3
3674,reasoning,4
4971,reading,2
1956,reasoning,5
3331,reading,4
4776,calculus,3
3391,math_fluency,1
6487,math_fluency,1
3923,math_fluency,2
3510,processing_speed,3
3757,calculus,1
5973,math_fluency,4
6602,processing_speed,3
1078,emotion,3
6122,emotion,5
3391,execution_speed,3
6251,reasoning,1
4805,reading,1
3174,math_fluency,3
3452,math_fluency,5
3677,reading,4
2031,emotion,4
3695,execution_speed,5
5927,calculus,1
4772,processing_speed,4
6977,reasoning,2
6745,math_fluency,4
5974,math_fluency,2
5954,reasoning,4
5146,reasoning,3
1751,processing_speed,1
6971,calculus,4
5896,reasoning,4
6684,execution_speed,2
6915,reasoning,4
3879,execution_speed,5
3718,reading,1
5149,math_fluency,5
5288,emotion,3
6075,emotion,5
5774,processing_speed,2
4963,processing_speed,5
5324,reasoning,4
5494,reasoning,5
5888,processing_speed,3
3392,processing_speed,2
6183,math_fluency,1
1681,processing_speed,5
1739,math_fluency,3
3584,emotion,2
5836,processing_speed,3
6253,math_fluency,3
3167,math_fluency,2
1560,emotion,2
5791,execution_speed,3
3586,reasoning,1
6523,reasoning,3
3337,reasoning,3
5166,processing_speed,1
1584,reasoning,2
3496,reading,4
3427,reading,1
5318,reasoning,3
5326,processing_speed,5
5993,execution_speed,2
6871,execution_speed,5
5751,reasoning,1
6940,emotion,2
5466,math_fluency,3
5531,math_fluency,4
1694,math_fluency,4
6592,reading,3
6421,math_fluency,1
4718,processing_speed,3
6861,math_fluency,2
3798,execution_speed,5
4153,math_fluency,2
4698,reading,2
5305,reading,5
6349,reasoning,1
6887,execution_speed,5
2028,emotion,4
5303,reasoning,4
6117,reading,2
6539,reasoning,4
6795,reading,3
3665,emotion,2
1995,reasoning,2
6060,execution_speed,4
3416,reading,1
1642,reading,1
2636,reasoning,2
6420,calculus,4
2816,reading,4
1717,reading,3
3664,reasoning,3
1567,reading,4
5345,reasoning,5
1736,reading,2
5366,processing_speed,4
6681,execution_speed,4
3232,emotion,5
5523,emotion,5
6896,reasoning,4
6450,execution_speed,3
3186,reasoning,5
4763,math_fluency,2
5177,reasoning,2
3685,reading,1
5401,execution_speed,2
3513,execution_speed,3
4805,processing_speed,2
6700,math_fluency,2
3908,emotion,1
6939,processing_speed,5
4166,processing_speed,2
5104,reasoning,3
6435,processing_speed,2
6256,reasoning,4
6420,math_fluency,4
6112,math_fluency,3
6154,reasoning,4
6208,math_fluency,1
3427,emotion,1
3793,execution_speed,3
6270,processing_speed,2
6189,reading,1
2642,emotion,3
4908,processing_speed,5
4892,math_fluency,1
5807,emotion,4
4705,reading,3
5912,math_fluency,4
5428,emotion,1
5748,execution_speed,1
6568,math_fluency,1
1576,emotion,1
5462,math_fluency,2
2027,reasoning,2
6351,processing_speed,3
3790,calculus,3
6876,reading,5
6939,math_fluency,3
5875,math_fluency,4
6577,processing_speed,1
6116,math_fluency,4
4137,emotion,3
3767,calculus,1
3922,reading,5
3662,emotion,2
5319,emotion,5
6912,execution_speed,2
6987,reasoning,4
6173,processing_speed,3
6160,processing_speed,4
3658,execution_speed,3
3636,execution_speed,2
2819,emotion,5
6611,execution_speed,4
5313,emotion,4
3595,processing_speed,4
5657,reading,3
6149,execution_speed,5
1626,reasoning,1
1556,processing_speed,5
6006,execution_speed,4
5296,execution_speed,3
5927,math_fluency,2
4767,processing_speed,4
5154,emotion,5
1654,reading,3
6904,calculus,2
2036,reasoning,2
5442,execution_speed,4
3775,calculus,2
3567,emotion,5
6767,math_fluency,3
6115,execution_speed,5
4919,reasoning,1
1960,math_fluency,4
6552,reading,4
3518,reasoning,3
6692,reading,3
1105,reading,3
6529,calculus,3
3616,processing_speed,5
6740,processing_speed,3
2049,reasoning,4
5308,math_fluency,5
6650,processing_speed,1
6252,execution_speed,2
6042,reasoning,1
1744,processing_speed,4
5500,reasoning,4
5633,reading,1
6933,reasoning,5
6455,emotion,5
6795,math_fluency,2
3182,reading,3
3454,execution_speed,5
4712,reading,3
1709,reasoning,5
6825,math_fluency,4
5854,reading,4
3565,reading,3
3907,reasoning,3
3654,emotion,2
5679,emotion,3
5729,execution_speed,4
1659,math_fluency,4
4864,execution_speed,5
1650,emotion,3
1106,math_fluency,4
3337,execution_speed,3
3454,reasoning,4
1604,reading,5
1666,processing_speed,1
6479,execution_speed,2
5808,reading,1
1095,processing_speed,4
6406,calculus,3
4991,execution_speed,4
1686,emotion,3
6685,reading,2
6247,execution_speed,2
1108,reading,2
6882,calculus,4
6902,math_fluency,2
3671,execution_speed,5
1675,reading,2
1742,processing_speed,2
3659,reasoning,1
3618,emotion,2
2786,emotion,2
3551,processing_speed,1
6046,emotion,5
4154,math_fluency,2
6309,reasoning,1
5272,reading,3
4896,execution_speed,4
4949,reading,3
5825,processing_speed,1
4143,reading,3
4729,reasoning,3
6569,processing_speed,2
2793,reasoning,3
1579,processing_speed,3
5128,reasoning,3
3328,emotion,2
6820,math_fluency,5
3712,calculus,5
1628,emotion,1
3315,reading,1
5925,emotion,2
6803,reading,5
3665,reasoning,3
6632,emotion,4
4748,reasoning,4
3348,emotion,2
6893,reasoning,3
1071,processing_speed,1
5457,emotion,5
5340,emotion,3
5464,reasoning,4
5405,emotion,3
5923,processing_speed,2
5837,math_fluency,3
5915,processing_speed,3
4169,emotion,4
4835,emotion,1
3189,processing_speed,4
5716,reading,1
6903,calculus,2
6694,math_fluency,4
4156,math_fluency,5
6816,math_fluency,2
1113,emotion,1
6236,reasoning,1
1655,processing_speed,1
6433,calculus,4
5504,calculus,3
3596,calculus,1
5694,math_fluency,2
1599,math_fluency,4
4816,reading,3
5342,emotion,3
4739,reading,5
4726,execution_speed,2
4154,reading,1
3327,execution_speed,4
4774,math_fluency,3
5294,emotion,3
5397,reasoning,3
5872,math_fluency,1
5640,processing_speed,5
5137,reasoning,4
3404,emotion,5
6996,math_fluency,5
3433,calculus,5
6739,processing_speed,3
5328,execution_speed,3
5145,math_fluency,5
6497,emotion,5
6104,reading,4
5291,processing_speed,4
6057,reading,1
6993,reasoning,4
4148,reasoning,5
1684,emotion,3
6093,math_fluency,1
3700,reading,5
3910,reasoning,3
6945,calculus,2
5127,math_fluency,2
6095,reasoning,5
5517,reading,5
1110,math_fluency,2
5758,emotion,4
4142,math_fluency,4
5323,reasoning,3
5065,reasoning,2
1588,math_fluency,3
2820,math_fluency,4
4745,emotion,3
5860,emotion,3
6566,processing_speed,5
3205,math_fluency,1
1590,reading,4
6873,execution_speed,5
6452,processing_speed,4
5692,reading,3
6784,reasoning,2
6031,math_fluency,5
5132,emotion,4
5302,execution_speed,4
6019,reasoning,2
6578,execution_speed,4
5309,processing_speed,2
6191,reasoning,1
5703,emotion,1
4735,execution_speed,3
5523,execution_speed,3
3517,reasoning,3
6536,reasoning,4
4853,processing_speed,1
5154,math_fluency,3
7006,processing_speed,4
6336,math_fluency,5
3854,emotion,5
6939,calculus,1
6513,emotion,5
5997,execution_speed,3
2659,processing_speed,3
5425,reasoning,4
4721,math_fluency,3
6378,processing_speed,3
6809,reasoning,4
2656,math_fluency,4
6192,reading,2
3414,reading,3
5922,reasoning,5
6633,processing_speed,4
5170,reading,1
6538,reasoning,3
6650,math_fluency,5
5865,emotion,5
1595,math_fluency,2
3677,calculus,4
6404,processing_speed,1
3762,calculus,1
1649,emotion,1
6710,emotion,1
1558,reasoning,4
6057,math_fluency,4
4788,processing_speed,1
4932,reading,4
6634,emotion,4
6262,emotion,3
3457,reading,4
5100,reading,3
5854,reasoning,5
6781,reading,5
6936,emotion,5
4966,emotion,4
6273,math_fluency,1
5457,execution_speed,4
2817,processing_speed,5
6849,emotion,5
6526,processing_speed,4
3776,reading,3
6789,reading,2
5040,reasoning,3
6777,processing_speed,2
5633,math_fluency,1
6841,execution_speed,5
5827,reasoning,4
6725,reading,3
6898,math_fluency,4
4867,calculus,5
3431,reasoning,3
5763,reasoning,4
6424,math_fluency,5
6775,math_fluency,2
3775,processing_speed,3
5456,calculus,3
4781,calculus,1
3699,execution_speed,2
5725,reading,1
3521,processing_speed,1
6420,reasoning,5
4725,reading,4
6327,math_fluency,4
6387,reasoning,4
6005,math_fluency,1
5846,reading,5
3621,reasoning,2
3172,math_fluency,2
4881,processing_speed,2
5140,calculus,5
5638,math_fluency,5
5378,execution_speed,3
4922,emotion,1
6744,reading,3
6948,reading,4
6546,calculus,3
5033,execution_speed,2
5112,reasoning,2
5394,math_fluency,5
5372,math_fluency,5
1648,reading,1
5756,execution_speed,5
6863,processing_speed,3
3392,emotion,3
3435,math_fluency,1
6750,execution_speed,4
6189,math_fluency,3
3427,reasoning,1
5482,processing_speed,4
3893,math_fluency,4
3862,emotion,4
3205,processing_speed,3
4881,reasoning,2
5666,execution_speed,4
5405,math_fluency,2
3786,execution_speed,1
6443,calculus,5
5735,math_fluency,2
3870,execution_speed,2
2030,processing_speed,3
6446,calculus,1
5491,execution_speed,5
1118,emotion,3
6521,emotion,5
6135,emotion,5
5386,emotion,5
6105,execution_speed,3
5016,reasoning,4
6400,reading,3
5850,math_fluency,3
3420,processing_speed,4
6787,processing_speed,3
5348,execution_speed,2
6401,emotion,5
5499,math_fluency,4
5847,math_fluency,3
5954,reading,4
6666,processing_speed,3
3464,calculus,2
4165,reasoning,4
5047,execution_speed,4
6918,processing_speed,2
4935,emotion,4
5099,math_fluency,3
6905,execution_speed,5
5283,calculus,5
4141,emotion,4
5431,reasoning,4
6892,processing_speed,4
3173,reasoning,4
5396,emotion,5
6999,execution_speed,5
5332,reasoning,3
3572,execution_speed,4
4851,processing_speed,5
6139,emotion,2
6140,math_fluency,1
3188,reading,1
3575,math_fluency,3
6217,processing_speed,4
1088,processing_speed,1
6713,calculus,4
4991,math_fluency,3
5339,reading,3
5358,execution_speed,2
6016,execution_speed,5
3786,calculus,5
1745,reasoning,4
6172,reading,2
1680,processing_speed,3
6025,processing_speed,5
6848,reasoning,4
5076,math_fluency,1
5930,reading,1
3924,reading,5
5471,reading,3
5139,math_fluency,3
6865,processing_speed,3
5039,reading,3
6872,math_fluency,4
6139,processing_speed,2
5674,emotion,3
1745,emotion,2
3712,processing_speed,5
3703,reading,5
2830,processing_speed,3
6276,reasoning,1
3390,reasoning,1
5889,processing_speed,4
3544,reasoning,3
6653,math_fluency,4
6926,math_fluency,3
5100,emotion,5
1586,reading,5
6727,execution_speed,1
6159,math_fluency,2
6950,math_fluency,1
5130,emotion,4
5114,execution_speed,4
6015,reasoning,5
3804,execution_speed,3
4984,emotion,4
5822,reasoning,2
5454,execution_speed,2
6902,emotion,3
1557,reading,4
1664,reasoning,2
6477,calculus,1
4165,math_fluency,5
3181,reading,4
4948,execution_speed,2
3629,reasoning,5
5504,math_fluency,4
4951,execution_speed,5
6522,reading,3
5842,reasoning,3
1115,emotion,1
5856,execution_speed,2
5361,reasoning,2
5983,execution_speed,3
3584,reading,1
4972,processing_speed,3
3637,processing_speed,2
6221,execution_speed,2
3339,execution_speed,4
6981,execution_speed,4
3429,math_fluency,3
3864,reasoning,3
5139,execution_speed,4
6673,reading,2
5805,math_fluency,1
3535,processing_speed,1
3226,reading,5
3756,processing_speed,2
5933,reading,1
4832,calculus,4
3449,calculus,2
3776,emotion,5
6804,execution_speed,5
6823,execution_speed,4
3873,execution_speed,4
5729,emotion,4
4944,reasoning,4
3552,emotion,2
5097,reading,2
2027,processing_speed,1
5943,reading,1
5902,execution_speed,2
4794,reading,1
3861,processing_speed,3
1680,reasoning,5
6383,reading,1
5492,processing_speed,5
1731,math_fluency,2
5418,processing_speed,3
5938,emotion,2
4801,reasoning,1
3858,math_fluency,2
4726,math_fluency,5
3904,reasoning,3
5482,math_fluency,5
6917,math_fluency,2
5355,emotion,3
5833,reading,2
5632,reasoning,4
3590,reasoning,5
6161,math_fluency,5
5014,reading,2
3794,math_fluency,1
4891,processing_speed,2
6446,emotion,2
6450,reasoning,1
6023,execution_speed,4
5709,reasoning,1
5423,calculus,4
6339,reasoning,1
5976,reasoning,1
3622,math_fluency,5
3522,execution_speed,5
6304,processing_speed,4
6882,processing_speed,2
3853,math_fluency,4
5060,processing_speed,4
6978,math_fluency,3
6469,execution_speed,5
6306,execution_speed,2
3604,reading,2
3533,reading,4
5033,emotion,2
5760,execution_speed,4
6853,processing_speed,5
3699,emotion,5
6413,reasoning,1
5281,math_fluency,1
4958,math_fluency,5
3621,processing_speed,3
6011,reasoning,1
6032,emotion,4
4876,processing_speed,5
6687,math_fluency,3
3633,processing_speed,1
3612,calculus,2
5882,math_fluency,3
1568,reading,3
6971,processing_speed,2
3792,execution_speed,1
6134,execution_speed,5
6918,execution_speed,4
2687,emotion,1
6742,emotion,5
3546,execution_speed,5
5927,processing_speed,3
3648,reasoning,4
3581,execution_speed,5
1096,emotion,2
6888,processing_speed,5
6058,processing_speed,3
5363,reading,5
6302,reasoning,3
2810,math_fluency,4
2682,math_fluency,4
6865,reasoning,3
6240,execution_speed,2
3585,execution_speed,2
5167,reasoning,2
6553,processing_speed,2
5516,reasoning,2
6062,reasoning,4
5335,emotion,3
5339,execution_speed,4
6353,emotion,4
6077,reasoning,3
6437,emotion,4
2636,emotion,5
6771,reading,5
3184,reading,3
6637,execution_speed,4
5817,math_fluency,3
6657,emotion,2
6531,math_fluency,5
2793,processing_speed,3
6422,calculus,1
6021,reading,4
2803,emotion,5
6790,reading,2
5471,processing_speed,3
3178,reading,3
1726,reading,2
5961,math_fluency,5
5655,math_fluency,3
5793,processing_speed,3
3655,emotion,3
5656,reasoning,1
1670,math_fluency,2
6847,reading,4
4706,reading,4
3530,processing_speed,5
6906,processing_speed,1
2812,math_fluency,4
6926,execution_speed,4
3169,processing_speed,2
5825,reasoning,3
5439,reading,5
3903,math_fluency,3
6955,reading,4
3603,execution_speed,4
6997,reading,4
3508,reading,1
3922,execution_speed,4
3680,math_fluency,2
4903,calculus,5
2030,math_fluency,1
3443,processing_speed,3
1629,reasoning,1
3687,reasoning,4
4869,processing_speed,4
1712,math_fluency,2
